Time,hall_calls,hall_up,hall_down,origin_entropy,stops,stop_entropy,departures,load_in,load_out,maint_ratio,up_ratio,down_ratio,sin_day,cos_day,activity,cluster
2025-11-01 03:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8549118706729466,0.5187732581605216,0.0,0
2025-11-01 04:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.0,0
2025-11-01 04:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8767267557075077,0.48098876891938774,0.0,0
2025-11-01 04:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8870108331782216,0.4617486132350341,0.0,0
2025-11-01 04:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8968727415326884,0.44228869021900125,0.0,0
2025-11-01 04:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9063077870366499,0.42261826174069944,0.0,0
2025-11-01 04:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9153114791194471,0.40274668985873724,0.0,0
2025-11-01 04:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9238795325112867,0.38268343236508984,0.0,0
2025-11-01 04:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9320078692827984,0.3624380382837017,0.0,0
2025-11-01 04:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9396926207859083,0.3420201433256688,0.0,0
2025-11-01 04:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9469301294951057,0.3214394653031615,0.0,0
2025-11-01 04:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9537169507482268,0.3007057995042733,0.0,0
2025-11-01 04:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9600498543859287,0.27982901403099203,0.0,0
2025-11-01 05:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0.0,0
2025-11-01 05:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9713420698132614,0.2376858923261731,0.0,0
2025-11-01 05:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9762960071199334,0.2164396139381029,0.0,0
2025-11-01 05:15:00,6,6,0,-1.0,7,0.8322488895971953,7,420,609,0.0,1.0,0.0,0.9807852804032304,0.19509032201612833,10.9,5
2025-11-01 05:20:00,3,3,0,-1.0,7,0.9821410328318466,8,210,126,0.0,1.0,0.0,0.984807753012208,0.17364817766693041,8.1,5
2025-11-01 05:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9883615104677607,0.1521233861899168,0.0,0
2025-11-01 05:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9914448613738104,0.1305261922200517,0.0,0
2025-11-01 05:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9940563382223196,0.10886687485196474,0.0,0
2025-11-01 05:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9961946980917455,0.08715574274765814,0.0,0
2025-11-01 05:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9978589232386035,0.06540312923014305,0.0,0
2025-11-01 05:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9990482215818578,0.04361938736533623,0.0,0
2025-11-01 05:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9997620270799091,0.02181488503456116,0.0,0
2025-11-01 06:00:00,1,0,1,-1.0,2,0.9999999999963932,2,84,126,0.0,0.0,1.0,1.0,6.123233995736766e-17,2.4,2
2025-11-01 06:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9997620270799091,-0.021814885034561256,0.0,0
2025-11-01 06:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9990482215818578,-0.04361938736533589,0.0,0
2025-11-01 06:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9978589232386035,-0.06540312923014292,0.0,0
2025-11-01 06:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9961946980917455,-0.08715574274765824,0.0,0
2025-11-01 06:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9940563382223196,-0.10886687485196461,0.0,0
2025-11-01 06:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9914448613738105,-0.13052619222005138,0.0,0
2025-11-01 06:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9883615104677607,-0.1521233861899167,0.0,0
2025-11-01 06:40:00,1,1,0,-1.0,2,0.9999999999963932,2,84,63,0.0,1.0,0.0,0.984807753012208,-0.1736481776669303,2.4,5
2025-11-01 06:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9807852804032305,-0.19509032201612797,0.0,0
2025-11-01 06:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9762960071199334,-0.2164396139381028,0.0,0
2025-11-01 06:55:00,1,1,0,-1.0,2,0.9999999999963932,2,105,21,0.0,1.0,0.0,0.9713420698132614,-0.237685892326173,2.4,5
2025-11-01 07:00:00,0,0,0,0.0,2,0.9999999999963932,2,105,189,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252085,1.4,0
2025-11-01 07:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9600498543859287,-0.2798290140309919,0.0,0
2025-11-01 07:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9537169507482269,-0.30070579950427295,0.0,0
2025-11-01 07:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9469301294951057,-0.3214394653031616,0.0,0
2025-11-01 07:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9396926207859084,-0.3420201433256687,0.0,0
2025-11-01 07:25:00,1,1,0,-1.0,2,0.9999999999963932,2,189,231,0.0,1.0,0.0,0.9320078692827986,-0.3624380382837014,2.4,5
2025-11-01 07:30:00,4,4,0,-1.0,6,0.9591479170241866,8,294,273,0.0,1.0,0.0,0.9238795325112867,-0.3826834323650897,8.6,5
2025-11-01 07:35:00,5,5,0,-1.0,9,0.9999999999969659,9,231,378,0.0,1.0,0.0,0.9153114791194472,-0.40274668985873713,11.3,5
2025-11-01 07:40:00,8,8,0,-1.0,12,0.8166663857283778,13,315,420,0.0,1.0,0.0,0.90630778703665,-0.42261826174069933,16.6,5
2025-11-01 07:45:00,9,8,1,0.5032583347723973,19,0.8943119562580906,21,525,777,0.0,0.8888888888888888,0.1111111111111111,0.8968727415326884,-0.44228869021900113,22.7,5
2025-11-01 07:50:00,4,4,0,-1.0,8,0.9056390622265177,7,420,441,0.0,1.0,0.0,0.8870108331782218,-0.4617486132350338,9.4,5
2025-11-01 07:55:00,3,3,0,-1.0,5,0.999999999996769,6,84,126,0.0,1.0,0.0,0.8767267557075078,-0.48098876891938747,6.7,5
2025-11-01 08:00:00,1,0,1,-1.0,2,0.9999999999963932,2,84,126,0.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,2.4,2
2025-11-01 08:05:00,3,3,0,-1.0,7,0.9821410328318466,7,546,441,0.0,1.0,0.0,0.8549118706729467,-0.5187732581605212,7.9,5
2025-11-01 08:10:00,1,0,1,-1.0,2,0.9999999999963932,2,126,105,0.0,0.0,1.0,0.8433914458128858,-0.5372996083468236,2.4,2
2025-11-01 08:15:00,1,0,1,-1.0,2,0.9999999999963932,2,42,84,0.0,0.0,1.0,0.8314696123025451,-0.5555702330196023,2.4,2
2025-11-01 08:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.819152044288992,-0.5735764363510458,0.0,0
2025-11-01 08:25:00,2,0,2,-1.0,4,0.9463946303541684,4,147,105,0.0,0.0,1.0,0.8064446042674828,-0.5913096483635821,4.8,2
2025-11-01 08:30:00,3,2,1,0.9182958340509417,3,0.9999999999969659,4,231,189,0.0,0.6666666666666666,0.3333333333333333,0.7933533402912352,-0.6087614290087207,5.3,5
2025-11-01 08:35:00,2,1,1,0.9999999999963932,5,0.999999999996769,4,399,420,0.0,0.5,0.5,0.7798844830928817,-0.6259234721840591,5.3,5
2025-11-01 08:40:00,2,0,2,0.9999999999963932,4,0.9999999999969343,4,294,294,0.0,0.0,1.0,0.766044443118978,-0.6427876096865394,4.8,1
2025-11-01 08:45:00,4,3,1,0.9999999999963932,4,0.9463946303541684,4,252,231,0.0,0.75,0.25,0.7518398074789774,-0.6593458151000688,6.8,5
2025-11-01 08:50:00,4,1,3,0.9463946303541684,8,0.9056390622265177,9,525,462,0.0,0.25,0.75,0.7372773368101241,-0.6755902076156602,9.8,5
2025-11-01 08:55:00,1,0,1,-1.0,1,-1.0,2,105,42,0.0,0.0,1.0,0.7223639620597556,-0.6915130557822693,1.9,0
2025-11-01 09:00:00,2,1,1,0.9999999999963932,4,0.9999999999969343,3,294,336,0.0,0.5,0.5,0.7071067811865476,-0.7071067811865475,4.6,5
2025-11-01 09:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6915130557822694,-0.7223639620597555,0.0,0
2025-11-01 09:10:00,3,3,0,0.9182958340509417,5,0.9602297178577391,5,567,567,0.0,1.0,0.0,0.6755902076156604,-0.737277336810124,6.5,5
2025-11-01 09:15:00,5,1,4,0.9609640474406225,10,0.9674887648803349,11,567,504,0.0,0.2,0.8,0.6593458151000686,-0.7518398074789776,12.2,1
2025-11-01 09:20:00,7,3,4,0.9852281360306555,8,0.7743974703446742,7,315,399,0.0,0.42857142857142855,0.5714285714285714,0.6427876096865395,-0.7660444431189779,12.4,5
2025-11-01 09:25:00,3,0,3,0.9182958340509417,9,0.9462651872185767,9,861,798,0.0,0.0,1.0,0.6259234721840592,-0.7798844830928817,9.3,1
2025-11-01 09:30:00,3,2,1,0.9182958340509417,5,0.9602297178577391,5,714,840,0.0,0.6666666666666666,0.3333333333333333,0.6087614290087204,-0.7933533402912353,6.5,5
2025-11-01 09:35:00,3,2,1,0.9182958340509417,4,0.9463946303541684,4,840,630,0.0,0.6666666666666666,0.3333333333333333,0.5913096483635826,-0.8064446042674824,5.8,5
2025-11-01 09:40:00,1,1,0,-1.0,2,-1.0,2,0,210,0.0,1.0,0.0,0.5735764363510464,-0.8191520442889916,2.4,0
2025-11-01 09:45:00,2,1,1,0.9999999999963932,3,0.9182958340509417,3,231,273,0.0,0.5,0.5,0.5555702330196022,-0.8314696123025453,4.1,5
2025-11-01 09:50:00,4,2,2,0.9463946303541684,4,0.9999999999963932,6,525,399,0.0,0.5,0.5,0.5372996083468238,-0.8433914458128857,7.2,5
2025-11-01 09:55:00,10,5,5,0.946411928211578,17,0.9555290352724151,17,714,777,0.0,0.5,0.5,0.5187732581605218,-0.8549118706729464,21.9,5
2025-11-01 10:00:00,9,6,3,0.9057125980108317,8,0.9690222556619073,11,567,609,0.0,0.6666666666666666,0.3333333333333333,0.49999999999999994,-0.8660254037844387,15.2,5
2025-11-01 10:05:00,4,3,1,0.9999999999969343,4,0.9463946303541684,6,336,336,0.0,0.75,0.25,0.48098876891938763,-0.8767267557075077,7.2,5
2025-11-01 10:10:00,3,3,0,-1.0,3,0.9182958340509417,3,504,525,0.0,1.0,0.0,0.4617486132350339,-0.8870108331782217,5.1,5
2025-11-01 10:15:00,2,2,0,-1.0,1,-1.0,2,63,63,0.0,1.0,0.0,0.4422886902190013,-0.8968727415326883,2.9,0
2025-11-01 10:20:00,2,1,1,0.9999999999963932,1,-1.0,2,84,0,0.0,0.5,0.5,0.4226182617406995,-0.9063077870366499,2.9,0
2025-11-01 10:25:00,9,6,3,0.772506885711295,8,0.9283832117663643,9,483,525,0.0,0.6666666666666666,0.3333333333333333,0.4027466898587373,-0.9153114791194471,14.8,5
2025-11-01 10:30:00,9,8,1,0.6223659728715297,8,0.8749999999969569,12,651,546,0.0,0.8888888888888888,0.1111111111111111,0.3826834323650899,-0.9238795325112867,15.4,5
2025-11-01 10:35:00,10,8,2,0.7298466991591454,7,0.9852281360306555,10,567,336,0.0,0.8,0.2,0.36243803828370175,-0.9320078692827984,15.5,5
2025-11-01 10:40:00,6,4,2,0.7896900821398772,4,0.9463946303541684,7,273,546,0.0,0.6666666666666666,0.3333333333333333,0.3420201433256689,-0.9396926207859083,9.4,5
2025-11-01 10:45:00,7,5,2,0.8322488895971953,6,0.9591479170241866,8,672,672,0.0,0.7142857142857143,0.2857142857142857,0.32143946530316175,-0.9469301294951056,11.6,5
2025-11-01 10:50:00,4,3,1,0.8112781244556622,2,0.9999999999963932,4,210,147,0.0,0.75,0.25,0.30070579950427334,-0.9537169507482268,5.8,5
2025-11-01 10:55:00,6,5,1,0.6500224216449999,4,0.9463946303541684,6,189,189,0.0,0.8333333333333334,0.16666666666666666,0.2798290140309923,-0.9600498543859286,9.2,5
2025-11-01 11:00:00,1,0,1,-1.0,2,0.9999999999963932,2,126,105,0.0,0.0,1.0,0.258819045102521,-0.9659258262890682,2.4,2
2025-11-01 11:05:00,2,1,1,0.9999999999963932,4,0.9999999999969343,4,210,210,0.0,0.5,0.5,0.23768589232617293,-0.9713420698132614,4.8,5
2025-11-01 11:10:00,1,0,1,-1.0,2,0.9999999999963932,2,105,84,0.0,0.0,1.0,0.21643961393810318,-0.9762960071199333,2.4,2
2025-11-01 11:15:00,2,1,1,0.9999999999963932,3,0.9182958340509417,3,168,189,0.0,0.5,0.5,0.19509032201612816,-0.9807852804032304,4.1,5
2025-11-01 11:20:00,1,0,1,-1.0,2,0.9999999999963932,2,210,231,0.0,0.0,1.0,0.17364817766693028,-0.984807753012208,2.4,2
2025-11-01 11:25:00,4,1,3,0.9999999999963932,8,0.9056390622265177,8,840,441,0.0,0.25,0.75,0.15212338618991708,-0.9883615104677607,9.6,1
2025-11-01 11:30:00,2,0,2,0.9999999999963932,4,0.9999999999969343,4,378,798,0.0,0.0,1.0,0.13052619222005157,-0.9914448613738104,4.8,1
2025-11-01 11:35:00,2,0,2,0.9999999999963932,3,0.9999999999969659,3,84,0,0.0,0.0,1.0,0.10886687485196457,-0.9940563382223196,4.1,1
2025-11-01 11:40:00,1,0,1,-1.0,6,0.9999999999969659,7,252,294,0.0,0.0,1.0,0.08715574274765864,-0.9961946980917455,5.4,2
2025-11-01 11:45:00,2,2,0,-1.0,2,0.9999999999963932,2,84,63,0.0,1.0,0.0,0.06540312923014312,-0.9978589232386035,3.4,5
2025-11-01 11:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.04361938736533607,-0.9990482215818578,0.0,0
2025-11-01 11:55:00,2,0,2,0.9999999999963932,3,0.9999999999969659,3,84,84,0.0,0.0,1.0,0.021814885034560774,-0.9997620270799091,4.1,1
2025-11-01 12:00:00,2,0,2,0.9999999999963932,6,0.9697238998650203,6,273,252,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,6.2,1
2025-11-01 12:05:00,0,0,0,0.0,0,0.0,0,0,42,0.0,0.0,0.0,-0.021814885034560975,-0.9997620270799091,0.0,0
2025-11-01 12:10:00,2,0,2,-1.0,5,0.9602297178577391,5,210,210,0.0,0.0,1.0,-0.04361938736533627,-0.9990482215818578,5.5,2
2025-11-01 12:15:00,4,4,0,0.8112781244556622,6,0.9206198357112949,7,525,462,0.0,1.0,0.0,-0.06540312923014287,-0.9978589232386035,8.4,5
2025-11-01 12:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.08715574274765794,-0.9961946980917455,0.0,0
2025-11-01 12:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.10886687485196476,-0.9940563382223196,0.0,0
2025-11-01 12:30:00,1,0,1,-1.0,0,0.0,1,0,0,0.0,0.0,1.0,-0.13052619222005132,-0.9914448613738105,1.2,2
2025-11-01 12:35:00,3,2,1,0.9182958340509417,5,0.9609640474406225,6,357,294,0.0,0.6666666666666666,0.3333333333333333,-0.15212338618991642,-0.9883615104677608,6.7,5
2025-11-01 12:40:00,1,1,0,-1.0,2,0.9999999999963932,1,42,84,0.0,1.0,0.0,-0.17364817766693047,-0.984807753012208,2.2,5
2025-11-01 12:45:00,2,2,0,-1.0,2,-1.0,3,168,168,0.0,1.0,0.0,-0.19509032201612792,-0.9807852804032305,3.6,0
2025-11-01 12:50:00,1,1,0,-1.0,2,0.9999999999963932,2,63,42,0.0,1.0,0.0,-0.21643961393810293,-0.9762960071199334,2.4,5
2025-11-01 12:55:00,1,0,1,-1.0,2,0.9999999999963932,2,273,273,0.0,0.0,1.0,-0.23768589232617313,-0.9713420698132614,2.4,2
2025-11-01 13:00:00,2,2,0,0.9999999999963932,4,0.9999999999969343,4,357,357,0.0,1.0,0.0,-0.25881904510252035,-0.9659258262890684,4.8,5
2025-11-01 13:05:00,2,0,2,0.9999999999963932,4,0.9463946303541684,4,294,315,0.0,0.0,1.0,-0.27982901403099203,-0.9600498543859287,4.8,1
2025-11-01 13:10:00,3,1,2,0.9182958340509417,6,0.9206198357112949,6,378,357,0.0,0.3333333333333333,0.6666666666666666,-0.30070579950427306,-0.9537169507482269,7.2,5
2025-11-01 13:15:00,2,2,0,-1.0,4,0.9999999999963932,4,252,252,0.0,1.0,0.0,-0.3214394653031611,-0.9469301294951058,4.8,5
2025-11-01 13:20:00,5,3,2,0.9709505944510829,7,0.9141008920155572,8,588,546,0.0,0.6,0.4,-0.34202014332566866,-0.9396926207859084,10.1,5
2025-11-01 13:25:00,3,1,2,0.9182958340509417,5,0.9609640474406225,5,273,231,0.0,0.3333333333333333,0.6666666666666666,-0.3624380382837015,-0.9320078692827986,6.5,1
2025-11-01 13:30:00,3,1,2,0.9999999999969659,6,0.9697238998650203,6,420,294,0.0,0.3333333333333333,0.6666666666666666,-0.3826834323650892,-0.923879532511287,7.2,1
2025-11-01 13:35:00,9,8,1,0.5032583347723973,7,0.921185496585503,11,651,756,0.0,0.8888888888888888,0.1111111111111111,-0.4027466898587371,-0.9153114791194472,14.7,5
2025-11-01 13:40:00,8,3,5,0.9283832117663643,7,0.9629610647912882,8,651,672,0.0,0.375,0.625,-0.4226182617406993,-0.90630778703665,13.1,5
2025-11-01 13:45:00,12,9,3,0.7499999999970417,14,0.9620871761471619,14,945,777,0.0,0.75,0.25,-0.44228869021900147,-0.8968727415326883,21.8,5
2025-11-01 13:50:00,6,5,1,0.7896900821398772,4,0.9463946303541684,6,336,399,0.0,0.8333333333333334,0.16666666666666666,-0.4617486132350337,-0.8870108331782218,9.2,5
2025-11-01 13:55:00,17,14,3,0.7258303821758672,15,0.9256339168699711,18,1008,1029,0.0,0.8235294117647058,0.17647058823529413,-0.4809887689193874,-0.8767267557075078,28.1,5
2025-11-01 14:00:00,3,2,1,0.9182958340509417,2,0.9999999999963932,3,210,210,0.0,0.6666666666666666,0.3333333333333333,-0.5000000000000001,-0.8660254037844386,4.6,5
2025-11-01 14:05:00,6,4,2,0.9999999999969659,7,0.9751060324543124,8,609,462,0.0,0.6666666666666666,0.3333333333333333,-0.5187732581605212,-0.8549118706729467,11.1,5
2025-11-01 14:10:00,1,1,0,-1.0,1,-1.0,1,63,168,0.0,1.0,0.0,-0.5372996083468236,-0.8433914458128858,1.7,0
2025-11-01 14:15:00,7,4,3,0.8699155297706314,7,0.9821410328318466,8,357,315,0.0,0.5714285714285714,0.42857142857142855,-0.5555702330196023,-0.8314696123025452,12.1,5
2025-11-01 14:20:00,6,4,2,0.8962406251772421,6,0.9697238998650203,7,441,378,0.0,0.6666666666666666,0.3333333333333333,-0.5735764363510458,-0.819152044288992,10.4,5
2025-11-01 14:25:00,2,1,1,0.9999999999963932,3,0.9182958340509417,4,147,126,0.0,0.5,0.5,-0.5913096483635824,-0.8064446042674825,4.3,5
2025-11-01 14:30:00,2,1,1,0.9999999999963932,2,0.9999999999963932,4,378,336,0.0,0.5,0.5,-0.6087614290087207,-0.7933533402912352,3.8,5
2025-11-01 14:35:00,1,0,1,-1.0,4,0.9999999999969343,2,126,210,0.0,0.0,1.0,-0.6259234721840587,-0.779884483092882,3.4,2
2025-11-01 14:40:00,1,1,0,-1.0,1,-1.0,1,63,21,0.0,1.0,0.0,-0.6427876096865393,-0.766044443118978,1.7,0
